,Top_positvely_correlated,Top_negatively_correlated
ICAM1,"['MMP12', 'SRGN', 'CXCL8', 'IL1B', 'CXCL10', 'IFI30', 'CD74', 'LYZ', 'IL1RN', 'CTSB', 'VIM', 'PLAU', 'SOD2', 'MMP9', 'F3', 'TNFAIP3', 'SPI1', 'C1QC', 'OSM', 'FCER1G', 'PLAUR', 'PSAP', 'G0S2', 'LCP1', 'S100A9', 'PLEK', 'SOCS3', 'TNFAIP2', 'CXCL9', 'RGS1']","['FCGBP', 'AGR2', 'MUC2', 'DES', 'CLCA1', 'FABP1', 'PLA2G2A', 'OLFM4', 'SPINK4', 'MYH11', 'TSPAN1', 'TFF3', 'ZG16', 'KRT20', 'CA2', 'ITLN1', 'REG4', 'PCP4', 'PPP1R12B', 'SLC26A3', 'SORBS2', 'SORBS1', 'SYNPO2', 'ACTG2', 'GUCA2A', 'CKB', 'MT1G', 'CA1', 'DUOX2', 'SYNM']"
KANK2,"['DES', 'MYH11', 'TAGLN', 'MYL9', 'ACTG2', 'CALD1', 'MYLK', 'SYNPO2', 'CSRP1', 'TPM2', 'SYNM', 'CNN1', 'TPM1', 'TNS1', 'PPP1R12B', 'FLNA', 'ACTA2', 'SORBS1', 'TNC', 'COL6A2', 'PLN', 'COL3A1', 'LMOD1', 'CHRDL2', 'PALLD', 'SPARCL1', 'RASSF3', 'SMTN', 'MAB21L2', 'AKAP12']","['LCN2', 'PI3', 'PIGR', 'FCGBP', 'TSPAN1', 'AGR2', 'MUC2', 'SLC26A3', 'OLFM4', 'CEACAM7', 'KRT20', 'CLCA1', 'SPINK4', 'TFF3', 'PLAUR', 'DUOX2', 'ZG16', 'CXCL8', 'DMBT1', 'CA2', 'MS4A12', 'PLAC8', 'KLF4', 'APOBR', 'REG4', 'MT1X', 'MT1G', 'ITLN1', 'GUCA2A', 'IL1B']"
CNN1,"['DES', 'TAGLN', 'ACTG2', 'MYH11', 'MYL9', 'CSRP1', 'MYLK', 'TPM2', 'SYNPO2', 'TPM1', 'CALD1', 'SYNM', 'FLNA', 'ACTA2', 'PPP1R12B', 'TNC', 'CHRDL2', 'SMTN', 'PLN', 'SORBS1', 'PRUNE2', 'TNS1', 'LMOD1', 'SPARCL1', 'CRYAB', 'ACTN1', 'COL6A2', 'KCNMA1', 'ITGA5', 'PALLD']","['LCN2', 'PI3', 'PIGR', 'FCGBP', 'AGR2', 'TSPAN1', 'MUC2', 'OLFM4', 'SLC26A3', 'CEACAM7', 'MMP12', 'F3', 'KRT20', 'CLCA1', 'CA2', 'SPINK4', 'DUOX2', 'JCHAIN', 'KLF4', 'PLAUR', 'APOBR', 'CXCL14', 'SELENOP', 'DMBT1', 'SGK1', 'TFF3', 'MS4A12', 'LITAF', 'CXCL8', 'IFI30']"
NFIX,"['SFRP2', 'SFRP4', 'MMP2', 'PCP4', 'SLC9C2', 'ACTG2', 'GREM1', 'TAGLN', 'CHRDL2', 'COMP', 'MGP', 'CCDC80', 'C1S', 'LUM', 'AEBP1', 'MYL9', 'TPM2', 'THBS2', 'DCN', 'ZDHHC19', 'FBLN1', 'VEGFB', 'SORBS2', 'COL1A1', 'ELN', 'STK38L', 'IGFBP4', 'TIMP2', 'CSRP1', 'MYH11']","['PIGR', 'JCHAIN', 'MMP12', 'SRGN', 'FCGBP', 'CD74', 'LYZ', 'IGHG1', 'KRT20', 'PI3', 'SLC26A3', 'CA2', 'TSPAN1', 'IFI30', 'MUC2', 'IGHA1', 'RGS1', 'DUOX2', 'SELENOP', 'ZG16', 'S100A9', 'SGK1', 'VIM', 'MZB1', 'CXCL8', 'PLAU', 'C1QC', 'PECAM1', 'CTSB', 'LCP1']"
RLN3,"['MARCH2', 'SYDE1', 'PDGFB', 'GPR34', 'SLFN5', 'TGM2', 'LDB1', 'PDGFRB', 'PRAMEF18', 'ARRDC3', 'CXCL14', 'C3', 'VNN2', 'SNED1', 'MYLK', 'FAM228B', 'LYST', 'VSIG4', 'RHOBTB3', 'C1orf162', 'ADGRA2', 'CDK14', 'SCN1B', 'ROBO1', 'ARRDC4', 'GABBR1', 'COPZ2', 'DEGS1', 'MAP4K4', 'ARHGAP25']","['COL1A1', 'CSRP1', 'COL1A2', 'MMP2', 'TPM1', 'TIMP1', 'CD74', 'C1S', 'DES', 'MYL6', 'A2M', 'FN1', 'FLNA', 'CALU', 'MYL9', 'LPP', 'PSAP', 'MGP', 'DCN', 'COL3A1', 'ACTG2', 'TIMP2', 'MYH11', 'COL6A1', 'MSN', 'IGFBP4', 'CTSB', 'FSTL1', 'C12orf57', 'TPM2']"
OR7A10,"['SAMSN1', 'MICALL2', 'NPTX1', 'CTSG', 'TRAC', 'ITGAX', 'CNN1', 'PROK2', 'CLEC10A', 'STX2', 'SGTB', 'TLR1', 'FCAR', 'HK3', 'PRKCH', 'ASPA', 'ECM1', 'TMOD1', 'RNF150', 'FPR2', 'SYDE1', 'SVEP1', 'FCGR2A', 'SRGN', 'WNT2B', 'SEMA6B', 'NOBOX', 'CCL3', 'TGFBR3', 'AKAP6']","['COL1A2', 'COL6A3', 'IGFBP5', 'C12orf57', 'ACTA2', 'C4orf3', 'SFRP2', 'THBS2', 'CHD3', 'PALLD', 'STAT2', 'ANXA1', 'PIGR', 'RNF11', 'OPTN', 'CCDC80', 'VEGFB', 'ANGPTL2', 'KIF1C', 'SP100', 'PRNP', 'PLAU', 'C1QA', 'GSN', 'SARAF', 'PLXDC2', 'SDC3', 'PACS1', 'MAN1A1', 'CTDSP1']"
OR7C2,"['TREM1', 'FAM49A', 'CLEC4A', 'NOVA1', 'CDH5', 'FGR', 'CCDC88A', 'KRT20', 'METRNL', 'BPGM', 'IL1B', 'MYOCD', 'ARHGEF1', 'IGF1', 'HBB', 'HBA2', 'BNC2', 'GRPR', 'SACS', 'MEOX2', 'CAV2', 'SORBS2', 'SPI1', 'FCER1G', 'PDGFB', 'ABCA9', 'TP53INP2', 'LSAMP', 'CYYR1', 'CA1']","['VIM', 'TPM2', 'KIF1C', 'SELENOP', 'LCN2', 'MSN', 'GUK1', 'TRIM8', 'LAMB2', 'MYOF', 'ITGB1', 'SERPINB6', 'SELENOM', 'TRAC', 'IGFBP4', 'LPP', 'THBS2', 'SFRP4', 'ZYX', 'AGR2', 'C4orf3', 'TNIP1', 'CXCL14', 'PPP3CB', 'UBE2L6', 'CTSB', 'TNFAIP3', 'SLAIN2', 'SPINK4', 'TPP1']"
SYDE1,"['COL3A1', 'COL1A1', 'COL1A2', 'SPARC', 'VIM', 'COL4A1', 'LGALS1', 'IGFBP7', 'COL6A2', 'COL5A1', 'COL6A3', 'COL4A2', 'ACTA2', 'COL6A1', 'COL5A2', 'TAGLN', 'VCAN', 'CALD1', 'LOXL2', 'AEBP1', 'CCN2', 'MMP2', 'THY1', 'C1S', 'COL12A1', 'RGS5', 'F3', 'FSTL1', 'MCAM', 'TIMP1']","['LCN2', 'PIGR', 'FCGBP', 'PI3', 'AGR2', 'MUC2', 'TSPAN1', 'OLFM4', 'CKB', 'CLCA1', 'CEACAM7', 'SLC26A3', 'KRT20', 'SPINK4', 'TFF3', 'DUOX2', 'PLAC8', 'MS4A12', 'PLA2G2A', 'ZG16', 'ITLN1', 'MT1X', 'DMBT1', 'CA2', 'GUCA2A', 'MT1G', 'REG4', 'CA1', 'C2orf88', 'CLCA4']"
NOTCH3,"['COL4A1', 'RGS5', 'VIM', 'IGFBP7', 'COL18A1', 'COL4A2', 'MCAM', 'A2M', 'PDGFRB', 'SPARC', 'COL3A1', 'COL1A1', 'ACTA2', 'EPAS1', 'PLXDC1', 'C11orf96', 'COL1A2', 'COL6A2', 'OLFML2A', 'LGALS1', 'COL5A1', 'ITGA1', 'ENG', 'NID1', 'JAG1', 'NID2', 'LOXL2', 'LAMC1', 'TIMP1', 'CSPG4']","['PIGR', 'FABP1', 'FCGBP', 'PI3', 'AGR2', 'MUC2', 'TSPAN1', 'OLFM4', 'CLCA1', 'DES', 'CKB', 'PLA2G2A', 'SPINK4', 'CEACAM7', 'KRT20', 'TFF3', 'SLC26A3', 'ZG16', 'DUOX2', 'ITLN1', 'MS4A12', 'REG4', 'DMBT1', 'PCP4', 'PLAC8', 'CA2', 'SOD2', 'MT1G', 'GUCA2A', 'MT1X']"
RASAL3,"['TRBC2', 'TRAC', 'CD2', 'VIM', 'CD74', 'TRBC1', 'EVL', 'CORO1A', 'SRGN', 'WIPF1', 'LSP1', 'SPOCK2', 'CCL5', 'LTB', 'LCP1', 'IL7R', 'SASH3', 'CD52', 'LYZ', 'ARHGDIB', 'STK17B', 'LAPTM5', 'IKZF1', 'RGS1', 'KLRB1', 'IFI30', 'IGKC', 'ACAP1', 'GZMA', 'ITGA4']","['LCN2', 'PI3', 'PIGR', 'CKB', 'FCGBP', 'AGR2', 'TSPAN1', 'MUC2', 'OLFM4', 'CEACAM7', 'CLCA1', 'PLA2G2A', 'SORBS2', 'SLC26A3', 'TFF3', 'KRT20', 'DUOX2', 'DMBT1', 'SPINK4', 'MYH11', 'PCP4', 'MS4A12', 'MT1X', 'DES', 'ZG16', 'ITLN1', 'MT1G', 'KLF4', 'RAB23', 'NFIX']"
TPM4,"['SPARC', 'COL1A1', 'COL3A1', 'VIM', 'COL1A2', 'LGALS1', 'CALD1', 'IGFBP7', 'TAGLN', 'COL5A1', 'MMP2', 'COL4A1', 'LUM', 'ACTA2', 'COL6A2', 'AEBP1', 'TIMP3', 'TIMP2', 'COL6A3', 'THBS2', 'THY1', 'TPM1', 'ANTXR1', 'CCN2', 'COL12A1', 'MYL9', 'COL5A2', 'IGFBP3', 'FSTL1', 'SFRP4']","['IGKC', 'CLCA1', 'FCGBP', 'JCHAIN', 'MUC2', 'SPINK4', 'AGR2', 'TFF3', 'FABP1', 'IGHG1', 'ITLN1', 'PLA2G2A', 'HBA2', 'OLFM4', 'IGHM', 'MT1G', 'ZG16', 'CA2', 'TSPAN1', 'IGHA1', 'LCN2', 'MT1X', 'MT1F', 'SLC26A3', 'MZB1', 'CA1', 'HBB', 'MT1H', 'PADI2', 'C2orf88']"
KLF2,"['VIM', 'PECAM1', 'ENG', 'VWF', 'AQP1', 'IGFBP7', 'CALCRL', 'SLCO2A1', 'COL4A1', 'SRGN', 'A2M', 'COL3A1', 'SPARC', 'COL1A1', 'EGFL7', 'PLVAP', 'COL1A2', 'ADAMTS1', 'DUSP1', 'ADGRL4', 'EPAS1', 'PLXND1', 'COL4A2', 'RAMP3', 'MMRN2', 'VEGFC', 'S100A8', 'CLDN5', 'CCN2', 'S100A9']","['LCN2', 'CKB', 'PIGR', 'CLCA1', 'AGR2', 'PCP4', 'FCGBP', 'DES', 'OLFM4', 'PLA2G2A', 'MUC2', 'SPINK4', 'PI3', 'SORBS2', 'MS4A12', 'ITLN1', 'SLC26A3', 'MT1G', 'TFF3', 'MT1F', 'TSPAN1', 'KIZ', 'MT1X', 'SLMAP', 'CEACAM7', 'ZG16', 'PRUNE2', 'SORBS1', 'MYH11', 'NFIX']"
MYO9B,"['COL1A1', 'VIM', 'COL3A1', 'SPARC', 'COL1A2', 'CD74', 'CTSB', 'LGALS1', 'COL5A1', 'C1QC', 'COL6A2', 'MMP12', 'LYZ', 'IFI30', 'MMP2', 'COL4A1', 'CCN2', 'COL6A3', 'IGFBP7', 'LUM', 'PSAP', 'APOE', 'C1QB', 'VCAN', 'SRGN', 'COL6A1', 'AEBP1', 'CD4', 'TAGLN', 'CALD1']","['PIGR', 'LCN2', 'FCGBP', 'PI3', 'CLCA1', 'AGR2', 'PLA2G2A', 'MUC2', 'TFF3', 'SPINK4', 'CKB', 'TSPAN1', 'OLFM4', 'CA2', 'KRT20', 'ZG16', 'CEACAM7', 'ITLN1', 'CA1', 'MS4A12', 'DMBT1', 'HBA2', 'MT1G', 'SLC26A3', 'REG4', 'MT1F', 'CLCA4', 'PLAC8', 'PCP4', 'MT1H']"
PLVAP,"['COL4A1', 'VWF', 'ENG', 'PECAM1', 'AQP1', 'VIM', 'ADGRL4', 'EGFL7', 'COL4A2', 'CALCRL', 'RGS5', 'A2M', 'IGFBP7', 'CD34', 'HSPG2', 'PLXND1', 'CD93', 'ESAM', 'PCDH17', 'SLCO2A1', 'MCAM', 'PDGFB', 'RAMP3', 'COL15A1', 'CDH5', 'SPARC', 'EPAS1', 'APLNR', 'MMRN2', 'VWA1']","['LCN2', 'PIGR', 'CKB', 'PI3', 'DES', 'AGR2', 'FCGBP', 'SFRP4', 'PCP4', 'TSPAN1', 'CLCA1', 'PLA2G2A', 'OLFM4', 'MYH11', 'MUC2', 'GREM1', 'ACTG2', 'THBS2', 'SPINK4', 'KRT20', 'COMP', 'TFF3', 'CEACAM7', 'DMBT1', 'SFRP2', 'SORBS1', 'NFIX', 'DUOX2', 'SLC26A3', 'CHRDL2']"
BST2,"['VIM', 'COL3A1', 'SPARC', 'COL1A1', 'COL1A2', 'CD74', 'IGFBP7', 'LGALS1', 'A2M', 'MMP2', 'COL6A2', 'LUM', 'COL5A1', 'COL4A1', 'CTSB', 'C1QC', 'CXCL10', 'LYZ', 'IFI30', 'COL6A3', 'VCAN', 'PECAM1', 'SRGN', 'C1S', 'ENG', 'TIMP1', 'DCN', 'MMP12', 'CALD1', 'PSAP']","['LCN2', 'PI3', 'PIGR', 'CKB', 'AGR2', 'FCGBP', 'TSPAN1', 'MUC2', 'CLCA1', 'CEACAM7', 'OLFM4', 'KRT20', 'SLC26A3', 'PCP4', 'SPINK4', 'TFF3', 'DUOX2', 'ZG16', 'SORBS2', 'MS4A12', 'CA2', 'DMBT1', 'ITLN1', 'PLA2G2A', 'MT1G', 'REG4', 'MT1X', 'PLAC8', 'GUCA2A', 'CLCA4']"
JAK3,"['VIM', 'TRAC', 'CD74', 'TRBC2', 'SRGN', 'LCP1', 'CD2', 'LYZ', 'MMP12', 'TRBC1', 'IL7R', 'RGS1', 'IKZF1', 'IGKC', 'LSP1', 'COL3A1', 'WIPF1', 'LGALS1', 'ARHGDIB', 'F3', 'C1QC', 'IFI30', 'LTB', 'CTSC', 'CCL5', 'EVL', 'SPARC', 'ETS1', 'COL4A1', 'STK17B']","['LCN2', 'PIGR', 'FCGBP', 'AGR2', 'CKB', 'TSPAN1', 'PI3', 'MUC2', 'CLCA1', 'SLC26A3', 'OLFM4', 'TFF3', 'CEACAM7', 'KRT20', 'SPINK4', 'PLA2G2A', 'SORBS2', 'PCP4', 'MS4A12', 'ZG16', 'DUOX2', 'DMBT1', 'CA2', 'ITLN1', 'NFIX', 'KLF4', 'MT1X', 'MT1G', 'GUCA2A', 'CLCA4']"
IFI30,"['LYZ', 'CD74', 'MMP12', 'CTSB', 'C1QC', 'APOE', 'PSAP', 'SRGN', 'CD68', 'C1QB', 'C1QA', 'FCER1G', 'LAPTM5', 'TYROBP', 'VIM', 'MMP9', 'SPI1', 'SPP1', 'AIF1', 'CD4', 'MPEG1', 'MS4A6A', 'CTSD', 'RGS1', 'CD14', 'CYBB', 'CTSL', 'LCP1', 'CTSC', 'CSF1R']","['PIGR', 'LCN2', 'FCGBP', 'CKB', 'TSPAN1', 'DES', 'AGR2', 'MUC2', 'PI3', 'MYH11', 'KRT20', 'PLA2G2A', 'SLC26A3', 'CEACAM7', 'CLCA1', 'ACTG2', 'PCP4', 'TFF3', 'ZG16', 'SYNPO2', 'SPINK4', 'PPP1R12B', 'OLFM4', 'MS4A12', 'DUOX2', 'CA2', 'SORBS2', 'CNN1', 'SORBS1', 'SYNM']"
CRLF1,"['MGP', 'SFRP2', 'SFRP1', 'VIM', 'IGFBP4', 'C11orf96', 'CCDC80', 'C3', 'MMP2', 'A2M', 'GREM1', 'COL14A1', 'IGFBP7', 'CCL19', 'PI16', 'COL6A2', 'SPARCL1', 'FGF7', 'C1R', 'DCN', 'FBN1', 'SERPINE2', 'C1S', 'IGFBP5', 'COL3A1', 'TMEM59L', 'THBS1', 'COL6A3', 'APOD', 'FBLN1']","['FABP1', 'PIGR', 'PI3', 'FCGBP', 'AGR2', 'TSPAN1', 'CKB', 'MUC2', 'F3', 'MMP12', 'CA2', 'CXCL14', 'OLFM4', 'CEACAM7', 'SLC26A3', 'CLCA1', 'SPINK4', 'IFI30', 'KRT20', 'DUOX2', 'CXCL8', 'DMBT1', 'APOBR', 'KIZ', 'TFF3', 'ZG16', 'WLS', 'MS4A12', 'ITLN1', 'PLAC8']"
TMEM59L,"['VIP', 'SCG2', 'TAC1', 'GAP43', 'NSG2', 'EXTL1', 'ANK2', 'L1CAM', 'SST', 'CDH19', 'LGI4', 'STMN2', 'CRLF1', 'CLU', 'ID4', 'SNCA', 'PRPH', 'PTPRN', 'SOX10', 'GUCY1A1', 'VIM', 'PLP1', 'COL18A1', 'CPB1', 'AKAP12', 'CCL19', 'NRXN1', 'MAP1B', 'CPLX2', 'C7']","['LCN2', 'PIGR', 'PI3', 'FCGBP', 'TSPAN1', 'MMP12', 'AGR2', 'OLFM4', 'MUC2', 'SGK1', 'S100A9', 'DUOX2', 'SLC26A3', 'CA2', 'MS4A12', 'ZFP36', 'APOBR', 'SPINK4', 'ARL4C', 'SOD2', 'DMBT1', 'CLCA1', 'ZG16', 'PPIC', 'MDFIC', 'CXCL10', 'IL1B', 'PLAC8', 'RAP1A', 'PCP4']"
COMP,"['COL1A1', 'COL1A2', 'COL3A1', 'SFRP4', 'IGFBP3', 'TIMP3', 'LUM', 'SPARC', 'AEBP1', 'MMP2', 'THBS2', 'COL11A1', 'COL5A1', 'DCN', 'ELN', 'COL6A3', 'CTHRC1', 'FN1', 'SFRP2', 'VCAN', 'ITGBL1', 'SULF1', 'BGN', 'COL5A2', 'ITGA11', 'TIMP2', 'FBN1', 'EFEMP1', 'COL8A1', 'C1S']","['FABP1', 'PIGR', 'PI3', 'FCGBP', 'CKB', 'AGR2', 'TSPAN1', 'MUC2', 'OLFM4', 'DES', 'SOD2', 'JCHAIN', 'CLCA1', 'MMP12', 'CA2', 'SLC26A3', 'PCP4', 'SPINK4', 'SELENOP', 'KRT20', 'PLA2G2A', 'F3', 'CEACAM7', 'TFF3', 'S100A9', 'SORBS2', 'DUOX2', 'PARM1', 'RGS5', 'CXCL8']"
HOMER3,"['VIM', 'COL3A1', 'COL1A1', 'SPARC', 'COL1A2', 'LUM', 'MMP2', 'COL5A1', 'IGFBP7', 'COL6A2', 'LGALS1', 'COL6A3', 'DCN', 'COL4A1', 'AEBP1', 'VCAN', 'ENG', 'CTHRC1', 'TIMP2', 'THY1', 'COL4A2', 'TIMP1', 'TIMP3', 'C1S', 'CALD1', 'TAGLN', 'FSTL1', 'THBS2', 'MGP', 'COL5A2']","['LCN2', 'FCGBP', 'FABP1', 'MUC2', 'AGR2', 'CLCA1', 'TSPAN1', 'OLFM4', 'PI3', 'SPINK4', 'TFF3', 'SLC26A3', 'ZG16', 'CEACAM7', 'KRT20', 'DUOX2', 'CA2', 'PLA2G2A', 'DMBT1', 'MS4A12', 'CKB', 'ITLN1', 'REG4', 'PLAC8', 'GUCA2A', 'CA4', 'CA1', 'CLCA4', 'REG1A', 'MT1G']"
ZNF626,"['COL3A1', 'COL1A1', 'SPARC', 'COL1A2', 'VIM', 'TAGLN', 'BEND2', 'CALD1', 'IGFBP7', 'LGALS1', 'COL6A1', 'COL5A1', 'COL6A2', 'TIMP2', 'VCAN', 'TPM1', 'MMP2', 'COL6A3', 'DCN', 'ACTG2', 'AEBP1', 'C1S', 'TPM2', 'ACTA2', 'LUM', 'CSRP1', 'DES', 'MYLK', 'MYL9', 'WSCD2']","['LCN2', 'PI3', 'PIGR', 'AGR2', 'TSPAN1', 'OLFM4', 'FCGBP', 'CEACAM7', 'CLCA1', 'DUOX2', 'MUC2', 'MT1X', 'SLC26A3', 'CKB', 'KRT20', 'PLAC8', 'CA2', 'TFF3', 'DMBT1', 'ZG16', 'SPINK4', 'PDE4B', 'REG4', 'KLF4', 'GUCA2A', 'MT1G', 'REG1A', 'CA4', 'MT1F', 'G0S2']"
ZNF729,"['SMIM14', 'DPP6', 'PRRX1', 'WWC2', 'IGHM', 'VEGFC', 'FCAR', 'GGT5', 'CLMP', 'HMOX1', 'FCGR3B', 'BLVRA', 'FOLR2', 'PPP1R12C', 'CLIP4', 'RHOJ', 'STON1', 'TPM1', 'KLRK1', 'PRKD1', 'CD302', 'CFD', 'MS4A4A', 'GPR34', 'LRCH2', 'PDPN', 'CCL2', 'GNG2', 'QSER1', 'IL10RA']","['MMP2', 'MYL9', 'FABP1', 'IGFBP7', 'LUM', 'TPM4', 'FN1', 'CSRP1', 'IFI30', 'COL5A1', 'FLNA', 'COL4A1', 'COL6A1', 'C1R', 'COL3A1', 'CCN2', 'THBS1', 'AEBP1', 'LYZ', 'IGFBP4', 'TIMP1', 'ZYX', 'CNN2', 'CXCL14', 'HIPK3', 'CKB', 'DUSP1', 'ANXA5', 'C12orf57', 'C1QC']"
TSHZ3,"['COL3A1', 'COL1A1', 'COL1A2', 'SPARC', 'TAGLN', 'COL6A2', 'VIM', 'COL5A1', 'COL6A1', 'MMP2', 'LUM', 'C1S', 'COL6A3', 'CALD1', 'MYL9', 'VCAN', 'LGALS1', 'IGFBP7', 'C1R', 'AEBP1', 'A2M', 'THBS2', 'DCN', 'COL4A1', 'TIMP3', 'TIMP2', 'COL12A1', 'TNC', 'ACTA2', 'MYLK']","['LCN2', 'PI3', 'PIGR', 'TSPAN1', 'AGR2', 'FCGBP', 'MUC2', 'CEACAM7', 'KRT20', 'OLFM4', 'SLC26A3', 'CKB', 'TFF3', 'DUOX2', 'CLCA1', 'DMBT1', 'ZG16', 'SPINK4', 'MS4A12', 'CA2', 'REG4', 'PLAC8', 'MT1X', 'MXD1', 'C2orf88', 'CLCA4', 'MT1G', 'KLF4', 'GUCA2A', 'CA4']"
KCTD15,"['VIM', 'TAGLN', 'COL4A1', 'SPARC', 'IGFBP7', 'ENG', 'CALD1', 'A2M', 'MYL9', 'COL3A1', 'PECAM1', 'PLVAP', 'AQP1', 'LGALS1', 'COL4A2', 'ACTA2', 'MYLK', 'COL6A2', 'VWF', 'ACTG2', 'CSRP1', 'MYH11', 'COL1A2', 'CGA', 'COL1A1', 'DES', 'COL5A1', 'ADGRL4', 'LAMA4', 'MCAM']","['LCN2', 'PI3', 'TSPAN1', 'SLC26A3', 'PLAC8', 'CEACAM7', 'DUOX2', 'KRT20', 'CXCL8', 'PIGR', 'MS4A12', 'FCGBP', 'ZG16', 'CLCA4', 'CA4', 'MT1X', 'JCHAIN', 'CKB', 'IL1RN', 'GUCA2A', 'TREM1', 'G0S2', 'IGHM', 'AGR2', 'PLAUR', 'MZB1', 'PRF1', 'MEP1A', 'APOBEC3G', 'SOD2']"
WTIP,"['COL3A1', 'COL1A1', 'COL1A2', 'SPARC', 'VIM', 'TAGLN', 'IGFBP7', 'AEBP1', 'MMP2', 'ACTA2', 'COL5A1', 'LUM', 'CALD1', 'COL6A2', 'COL6A3', 'LGALS1', 'THBS2', 'TIMP2', 'DCN', 'MYL9', 'SFRP4', 'TIMP3', 'THBS1', 'COL4A1', 'ELN', 'VCAN', 'A2M', 'IGFBP3', 'COL5A2', 'C1S']","['PIGR', 'FABP1', 'FCGBP', 'MUC2', 'AGR2', 'TSPAN1', 'OLFM4', 'CLCA1', 'PI3', 'SPINK4', 'SLC26A3', 'CA2', 'CEACAM7', 'TFF3', 'PLA2G2A', 'KRT20', 'DUOX2', 'ZG16', 'MS4A12', 'ITLN1', 'DMBT1', 'REG4', 'MT1X', 'CA4', 'SELENOP', 'CLCA4', 'CKB', 'MT1F', 'GUCA2A', 'CA1']"
SCN1B,"['VIM', 'COL3A1', 'VWF', 'SPARC', 'PECAM1', 'MMP2', 'COL1A1', 'IGFBP7', 'COL1A2', 'MGP', 'AQP1', 'CD74', 'COL6A3', 'LUM', 'ENG', 'SLCO2A1', 'A2M', 'COL6A2', 'PLXND1', 'TIMP1', 'SPARCL1', 'TIMP2', 'C3', 'OSR1', 'COL4A1', 'CLU', 'LGALS1', 'GREM1', 'C1S', 'CCL14']","['LCN2', 'PI3', 'PIGR', 'CEACAM7', 'TSPAN1', 'CKB', 'SLC26A3', 'AGR2', 'PLAC8', 'FCGBP', 'DUOX2', 'PCP4', 'CA2', 'MS4A12', 'ZG16', 'KRT20', 'MT1X', 'DMBT1', 'MT1F', 'GUCA2A', 'CA4', 'CA1', 'DLG5', 'PGM5', 'MUC2', 'CLCA4', 'SORBS2', 'CD177', 'MEP1A', 'KIZ']"
LGI4,"['NRXN1', 'CDH19', 'L1CAM', 'XKR4', 'MYOT', 'FOXD3', 'SOX10', 'SCN7A', 'PRIMA1', 'PLP1', 'S100B', 'RASGEF1C', 'APOD', 'VIM', 'NGFR', 'COL18A1', 'CLU', 'PDGFB', 'MYL9', 'ASPA', 'SPARCL1', 'KRT24', 'PTPRZ1', 'CRYAB', 'ALDH1A1', 'MYH11', 'MCAM', 'DES', 'NOTCH3', 'GAS7']","['FABP1', 'PI3', 'AGR2', 'PIGR', 'FCGBP', 'MUC2', 'OLFM4', 'CXCL14', 'CLCA1', 'TSPAN1', 'SPINK4', 'DMBT1', 'IFI30', 'MMP12', 'CXCL8', 'TFF3', 'ITGBL1', 'KRT20', 'BASP1', 'ITGA11', 'SFRP4', 'ITLN1', 'COL11A1', 'REG4', 'IL1B', 'PLAUR', 'CA2', 'SERPINA1', 'SOD2', 'CTHRC1']"
FXYD1,"['VIM', 'TAGLN', 'MYL9', 'ACTA2', 'NRXN1', 'MGP', 'A2M', 'DES', 'COL6A2', 'COL3A1', 'SPARCL1', 'TPM2', 'IGFBP7', 'GREM1', 'NGFR', 'C1R', 'CALD1', 'SPARC', 'MYH11', 'FRRS1L', 'ACTG2', 'SLC26A9', 'COL1A1', 'SFRP1', 'NOTCH3', 'ID4', 'TPM1', 'MMP2', 'MYLK', 'CSRP1']","['LCN2', 'PI3', 'TSPAN1', 'PIGR', 'AGR2', 'CKB', 'KRT20', 'MS4A12', 'MMP12', 'CEACAM7', 'SLC26A3', 'FCGBP', 'MUC2', 'PLAUR', 'DMBT1', 'CXCL8', 'SGK1', 'OLFM4', 'IL1B', 'CA4', 'TFF3', 'KIZ', 'ZG16', 'APOBR', 'PLAC8', 'ZFP36', 'MT1F', 'F3', 'CLCA1', 'GNLY']"
FFAR2,"['G0S2', 'CXCL8', 'IL1B', 'S100A9', 'PLEK', 'S100A8', 'IL1RN', 'BCL2A1', 'SRGN', 'TREM1', 'OSM', 'AQP9', 'HCAR3', 'SOD2', 'IL1A', 'NAMPT', 'FPR1', 'TAGAP', 'MXD1', 'CSF3R', 'PTGS2', 'PLAUR', 'ZFP36', 'LITAF', 'PROK2', 'DUSP1', 'SELL', 'SOCS3', 'FPR2', 'SPI1']","['MGP', 'COL3A1', 'DES', 'TAGLN', 'MYL9', 'COL1A2', 'COL1A1', 'MMP2', 'CSRP1', 'MYH11', 'CALD1', 'SPARC', 'TPM2', 'THBS2', 'SFRP4', 'FN1', 'PIGR', 'TIMP3', 'AEBP1', 'ACTG2', 'LUM', 'NBL1', 'LPP', 'COL6A3', 'ANTXR1', 'SORBS2', 'FBLN1', 'MYLK', 'PPP1R12B', 'PLA2G2A']"
